gene	Chimpanzee.gene.stable.ID	HGNC.symbol	Chimp.Mean.Adjusted.Dispersion	Human.Mean.Adjusted.Dispersion	P	q.value	DiffDisp	DifferentialDispersion	Pn.chimp	Ps.chimp	Pn.human	Ps.human	PnPs.chimp	PnPs.human
ENSG00000130939	ENSPTRG00000000126	UBE4B	-0.88975822061676	-0.0602650511128142	0.0103	0.05014409359025766	-0.8294931695039458	More dispersed in human	2	4	0	1	0.5555555555555556	0.3333333333333333
ENSG00000054523	ENSPTRG00000000127	KIF1B	-0.578488385733123	-0.414810664623556	0.662	0.45407685429931144	-0.16367772110956702	Not signficant	0	5	0	3	0.09090909090909091	0.14285714285714285
ENSG00000142657	ENSPTRG00000041336	PGD	-0.420082566497891	0.146804819992637	0.1298	0.2018031551232488	-0.566887386490528	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000142655	ENSPTRG00000000132	PEX14	-1.43428892616811	-1.33261987761689	0.8119	0.4966581658579816	-0.10166904855121994	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000130940	ENSPTRG00000000133	CASZ1	-0.457864693145163	0.0889117612156798	0.0555	0.12837847752071835	-0.5467764543608428	Not signficant	1	1	0	4	1	0.1111111111111111
ENSG00000171824	ENSPTRG00000000140	EXOSC10	-0.350013728407972	0.33252825503934	0.245	0.2799705990389706	-0.6825419834473121	Not signficant	0	2	0	2	0.2	0.2
ENSG00000198793	ENSPTRG00000000142	MTOR	-0.98553286103299	-0.16552599693502	0.004	0.027845711731149032	-0.82000686409797	More dispersed in human	2	2	0	5	1	0.09090909090909091
ENSG00000204624	ENSPTRG00000000145	DISP3	0.339419954945429	0.833277373763283	0.591	0.43196876186396316	-0.49385741881785405	Not signficant	0	3	3	2	0.14285714285714285	1.4
ENSG00000116663	ENSPTRG00000000148	FBXO6	-0.597182623609158	-0.00374926639179352	0.0493	0.12068894352787327	-0.5934333572173645	Not signficant	1	0	1	0	3	3
ENSG00000177000	ENSPTRG00000000153	MTHFR	-0.198921248731612	0.378209037094063	0.0513	0.12274580417648547	-0.577130285825675	Not signficant	2	0	2	0	5	5
ENSG00000011021	ENSPTRG00000000154	CLCN6	-0.627290983693877	0.0141650490936804	0.0183	0.06942152914147386	-0.6414560327875575	More dispersed in human	4	3	1	1	1.2857142857142858	1
ENSG00000175206	ENSPTRG00000000155	NPPA	3.4784607485937	2.74716803540593	0.0308	0.0934821975752328	0.73129271318777	More dispersed in chimp	0	1	1	0	0.3333333333333333	3
ENSG00000083444	ENSPTRG00000000158	PLOD1	1.44064443076772	0.572208590466703	0.0704	0.1463834476837033	0.868435840301017	Not signficant	0	1	1	2	0.3333333333333333	0.6
ENSG00000116691	ENSPTRG00000000160	MIIP	0.447917053812617	0.757386387550977	0.3316	0.32617478019064594	-0.30946933373836	Not signficant	0	1	3	0	0.3333333333333333	7
ENSG00000028137	ENSPTRG00000000164	TNFRSF1B	1.16782150957496	0.660298013730878	0.3069	0.31401833851316485	0.507523495844082	Not signficant	1	0	1	1	3	1
ENSG00000048707	ENSPTRG00000000165	VPS13D	-1.08601849449698	0.670938494835864	1e-4	0.002745315000561592	-1.7569569893328438	More dispersed in human	5	15	1	1	0.3548387096774194	1
ENSG00000162494	ENSPTRG00000000182	LRRC38	1.02740582676767	1.64587691387705	0.1751	0.23613562078514688	-0.6184710871093799	Not signficant	1	2	1	1	0.6	1
ENSG00000162493	ENSPTRG00000000184	PDPN	1.25387144656916	1.10826225868526	0.6406	0.4470998546972139	0.1456091878839001	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000116731	ENSPTRG00000000185	PRDM2	-1.08498497310318	-0.909217088775477	0.5289	0.40936007377849376	-0.17576788432770296	Not signficant	2	5	1	3	0.45454545454545453	0.42857142857142855
ENSG00000189337	ENSPTRG00000000186	KAZN	0.504772703004603	-0.0712579675936229	0.372	0.345221006399251	0.5760306705982259	Not signficant	1	0	3	0	3	7
ENSG00000171729	ENSPTRG00000000193	TMEM51	0.321395732509533	-0.560518697478057	0.038	0.10428276597398184	0.8819144299875901	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000132906	ENSPTRG00000000200	CASP9	0.473121441575067	-0.40622692055797	8e-4	0.009608602501965572	0.879348362133037	More dispersed in chimp	1	1	3	2	1	1.4
ENSG00000116138	ENSPTRG00000000201	DNAJC16	-1.18133378272403	-1.58691439488308	0.3048	0.31318609151193483	0.40558061215904995	Not signficant	2	4	0	1	0.5555555555555556	0.3333333333333333
ENSG00000116786	ENSPTRG00000000205	PLEKHM2	-0.979427174879919	-0.563709327665695	0.2545	0.2850016708986629	-0.415717847214224	Not signficant	2	3	1	2	0.7142857142857143	0.6
ENSG00000162458	ENSPTRG00000000208	FBLIM1	-0.0867692584347264	0.110894841007758	0.5369	0.41217814306308487	-0.1976640994424844	Not signficant	2	2	1	0	1	3
ENSG00000065526	ENSPTRG00000000210	SPEN	0.480024436489592	-0.0381458253905977	0.1928	0.24852850409283003	0.5181702618801897	Not signficant	5	5	2	0	1	5
ENSG00000173641	ENSPTRG00000000214	HSPB7	0.012613840254337	-0.538361304178777	0.0841	0.16093905595273358	0.550975144433114	Not signficant	1	0	0	3	3	0.14285714285714285
ENSG00000184908	ENSPTRG00000000217	CLCNKB	-0.299816557179881	0.401705023887055	0.0358	0.10101655984292088	-0.701521581066936	Not signficant	1	1	6	5	1	1.1818181818181819
ENSG00000142627	ENSPTRG00000000221	EPHA2	1.07083949405612	0.327956907941481	0.024	0.08050570033801195	0.7428825861146389	More dispersed in chimp	1	1	0	4	1	0.1111111111111111
ENSG00000142632	ENSPTRG00000000223	ARHGEF19	0.679827145058048	0.391416673640618	0.3964	0.355399143542315	0.28841047141743	Not signficant	1	0	3	3	3	1
ENSG00000037637	ENSPTRG00000000225	FBXO42	-1.13737948065816	-1.24120544473708	0.7801	0.4882125167733924	0.10382596407891986	Not signficant	1	0	1	1	3	1
ENSG00000058453	ENSPTRG00000000238	CROCC	0.84186245374791	0.530515494732803	0.2282	0.271230330260562	0.311346959015107	Not signficant	7	1	0	3	5	0.14285714285714285
ENSG00000159363	ENSPTRG00000000241	ATP13A2	0.100719314554566	0.331745197409126	0.5066	0.40126357314549854	-0.23102588285456	Not signficant	0	3	0	6	0.14285714285714285	0.07692307692307693
ENSG00000117115	ENSPTRG00000000243	PADI2	-0.304908971124356	0.187116022913868	0.2338	0.2741235139077849	-0.492024994038224	Not signficant	0	2	0	5	0.2	0.09090909090909091
ENSG00000159339	ENSPTRG00000000246	PADI4	0.875945844261333	0.666491316393618	0.6452	0.4484514377459051	0.209454527867715	Not signficant	2	3	4	2	0.7142857142857143	1.8
ENSG00000074964	ENSPTRG00000000248	ARHGEF10L	-0.788799044069963	-0.568129972518923	0.5147	0.40454377977600653	-0.22066907155103999	Not signficant	1	2	1	5	0.6	0.2727272727272727
ENSG00000159423	ENSPTRG00000000255	ALDH4A1	0.872931909162422	0.566050456551609	0.2696	0.29472518237166734	0.306881452610813	Not signficant	1	0	1	5	3	0.2727272727272727
ENSG00000127481	ENSPTRG00000000257	UBR4	-1.22304413087061	0.49030438222576	1e-4	0.002745315000561592	-1.71334851309637	More dispersed in human	1	12	3	6	0.12	0.5384615384615384
ENSG00000162482	ENSPTRG00000000264	AKR7A3	1.06665088176579	0.188487732777205	0.4234	0.36738290725908856	0.878163148988585	Not signficant	1	0	3	1	3	2.3333333333333335
ENSG00000040487	ENSPTRG00000000266	SLC66A1	0.541065733937538	-0.191364222193917	0.0849	0.16170721644153013	0.732429956131455	Not signficant	1	1	1	1	1	1
ENSG00000173436	ENSPTRG00000000269	MICOS10	-0.266111302578656	-0.591726118477482	0.4699	0.3868180092336775	0.325614815898826	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000162542	ENSPTRG00000000272	TMCO4	-0.60416702282832	-0.681933519585141	0.79	0.4909373621121717	0.07776649675682101	Not signficant	3	3	2	3	1	0.7142857142857143
ENSG00000188257	ENSPTRG00000000277	PLA2G2A	3.25585211010588	2.97091508042402	0.1933	0.2487805034118361	0.28493702968185985	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000127472	ENSPTRG00000000278	PLA2G5	0.549608269367744	0.39999144444556	0.5498	0.4178307147717046	0.14961682492218398	Not signficant	1	1	0	1	1	0.3333333333333333
ENSG00000158825	ENSPTRG00000000290	CDA	0.951595337497423	1.31788168392899	0.2833	0.3016636027257514	-0.366286346431567	Not signficant	0	1	1	1	0.3333333333333333	1
ENSG00000158828	ENSPTRG00000000291	PINK1	0.644666719613018	-0.466603838602222	0.0065	0.038064552012598174	1.11127055821524	More dispersed in chimp	1	1	1	1	1	1
ENSG00000117245	ENSPTRG00000000294	KIF17	0.535268728057879	0.00469188105783314	0.117	0.19131144972565578	0.5305768470000458	Not signficant	0	1	2	4	0.3333333333333333	0.5555555555555556
ENSG00000189410	ENSPTRG00000000295	SH2D5	1.22739298648897	1.68233002093586	0.6893	0.4627310898815402	-0.45493703444688993	Not signficant	1	0	0	1	3	0.3333333333333333
ENSG00000117298	ENSPTRG00000000298	ECE1	0.131765784665429	0.140527628799883	0.9799	0.5404650218786864	-0.008761844134454022	Not signficant	0	2	0	1	0.2	0.3333333333333333
ENSG00000142794	ENSPTRG00000000300	NBPF3	0.566337809092578	-0.352248166930154	0.0015	0.014842556710353321	0.918585976022732	More dispersed in chimp	1	1	1	0	1	3
ENSG00000076864	ENSPTRG00000000303	RAP1GAP	0.678197483476995	-0.248409859649401	0.0085	0.044914306919462806	0.926607343126396	More dispersed in chimp	1	0	1	2	3	0.6
ENSG00000090686	ENSPTRG00000000304	USP48	-1.53380645416347	-1.04103659211206	0.1517	0.21903284992032482	-0.49276986205141005	Not signficant	0	3	1	1	0.14285714285714285	1
ENSG00000142798	ENSPTRG00000000307	HSPG2	0.227715429374281	0.50663732190294	0.4234	0.36738290725908856	-0.27892189252865895	Not signficant	2	6	5	13	0.38461538461538464	0.4074074074074074
ENSG00000184677	ENSPTRG00000000315	ZBTB40	-0.205589234416638	0.00984468625190127	0.4357	0.3726953996335652	-0.21543392066853928	Not signficant	2	9	1	1	0.2631578947368421	1
ENSG00000133216	ENSPTRG00000000320	EPHB2	-0.906602218242381	-0.248387693050302	0.0958	0.17209917120863696	-0.658214525192079	Not signficant	0	3	0	1	0.14285714285714285	0.3333333333333333
ENSG00000169641	ENSPTRG00000000322	LUZP1	-0.597075958773527	0.710202832360761	9e-4	0.010333780049283727	-1.307278791134288	More dispersed in human	0	1	3	2	0.3333333333333333	1.4
ENSG00000125945	ENSPTRG00000050562	ZNF436	-0.179574519871759	0.0162529902587267	0.4883	0.39375323070886037	-0.1958275101304857	Not signficant	0	2	0	1	0.2	0.3333333333333333
ENSG00000117318	ENSPTRG00000000331	ID3	1.59523987268402	0.650065941543155	0.0243	0.08110222623688307	0.945173931140865	More dispersed in chimp	0	1	1	0	0.3333333333333333	3
ENSG00000179163	ENSPTRG00000000340	FUCA1	0.3848059454805	0.346582438626576	0.93	0.5275252639730671	0.038223506853924005	Not signficant	1	0	3	0	3	7
ENSG00000142661	ENSPTRG00000000341	MYOM3	0.645950200575052	0.540353082309184	0.7795	0.488046167852944	0.10559711826586804	Not signficant	5	1	9	7	3.6666666666666665	1.2666666666666666
ENSG00000001461	ENSPTRG00000000346	NIPAL3	-0.454611232833411	-0.222967408021403	0.4117	0.36301072857341365	-0.231643824812008	Not signficant	2	1	0	1	1.6666666666666667	0.3333333333333333
ENSG00000020633	ENSPTRG00000000351	RUNX3	1.07923329981866	-0.0765129920062202	0.0375	0.10368995505718243	1.1557462918248802	Not signficant	0	1	1	0	0.3333333333333333	3
ENSG00000158008	ENSPTRG00000000371	EXTL1	1.53440072453522	1.24176736088817	0.2039	0.2545712904965965	0.29263336364704995	Not signficant	1	1	1	1	1	1
ENSG00000158022	ENSPTRG00000000373	TRIM63	0.820203703358847	0.197475609455915	0.0376	0.10380923444089533	0.6227280939029319	Not signficant	0	1	1	0	0.3333333333333333	3
ENSG00000142675	ENSPTRG00000048000	CNKSR1	-0.0863421274022889	0.426353195935176	0.0762	0.15199491616875996	-0.5126953233374649	Not signficant	1	0	1	0	3	3
ENSG00000130695	ENSPTRG00000000378	CEP85	1.24843106621009	1.06053239171232	0.5218	0.40649288212070434	0.18789867449776998	Not signficant	0	1	2	0	0.3333333333333333	5
ENSG00000090020	ENSPTRG00000051037	SLC9A1	0.155493600379014	0.394232976879249	0.5235	0.40703562515247255	-0.23873937650023502	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000142765	ENSPTRG00000000403	SYTL1	0.861759854866561	-0.146054582541299	0.0239	0.08042887366161414	1.00781443740786	More dispersed in chimp	2	0	1	3	5	0.42857142857142855
ENSG00000130775	ENSPTRG00000000419	THEMIS2	0.750954811772276	0.710455260285553	0.9239	0.5261537164961312	0.04049955148672302	Not signficant	0	2	1	2	0.2	0.6
ENSG00000204138	ENSPTRG00000030718	PHACTR4	0.454890979643173	-0.715445561800013	0.035	0.09968362970057887	1.1703365414431859	More dispersed in chimp	1	0	1	0	3	3
ENSG00000159023	ENSPTRG00000000442	EPB41	-0.338481584769007	-0.634252317339912	0.4173	0.3652144135059177	0.295770732570905	Not signficant	1	3	1	0	0.42857142857142855	3
ENSG00000116353	ENSPTRG00000000446	MECR	0.0167695512204862	-1.09756701013879	2e-4	0.004091057647895705	1.1143365613592762	More dispersed in chimp	1	0	1	1	3	1
ENSG00000060656	ENSPTRG00000000447	PTPRU	0.17511362196739	0.421121146525948	0.5114	0.4029040762567641	-0.246007524558558	Not signficant	0	4	1	1	0.1111111111111111	1
ENSG00000162511	ENSPTRG00000000450	LAPTM5	1.3196455858823	1.34469427531562	0.9463	0.531803656517959	-0.02504868943331995	Not signficant	0	1	1	1	0.3333333333333333	1
ENSG00000162512	ENSPTRG00000000451	SDC3	0.0733479293846018	0.137679962454577	0.827	0.5005967211982261	-0.0643320330699752	Not signficant	1	2	2	2	0.6	1
ENSG00000168528	ENSPTRG00000000458	SERINC2	0.156565281818511	0.715111489155354	0.1628	0.22705369945821163	-0.558546207336843	Not signficant	0	1	2	1	0.3333333333333333	1.6666666666666667
ENSG00000084636	ENSPTRG00000000464	COL16A1	0.780984908352399	0.492794779048672	0.2902	0.30505203670843684	0.28819012930372695	Not signficant	2	1	1	3	1.6666666666666667	0.42857142857142855
ENSG00000121753	ENSPTRG00000000465	ADGRB2	0.594941172120732	0.521489770680218	0.8363	0.5031813831275681	0.0734514014405141	Not signficant	0	1	0	3	0.3333333333333333	0.14285714285714285
ENSG00000162522	ENSPTRG00000000490	KIAA1522	0.187356999007224	0.00334239861985264	0.5297	0.4096658810050226	0.18401460038737136	Not signficant	4	4	2	2	1	1
ENSG00000134684	ENSPTRG00000000491	YARS1	0.99001631884814	0.663324047088852	0.5667	0.42401108901399137	0.32669227175928806	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000197056	ENSPTRG00000000516	ZMYM1	-0.647514050546151	-0.974697825634576	0.3145	0.31802026907668335	0.327183775088425	Not signficant	1	1	1	0	1	3
ENSG00000142687	ENSPTRG00000000521	KIAA0319L	0.483025329889443	0.441622151616848	0.8767	0.5140386345560207	0.04140317827259504	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000116871	ENSPTRG00000000534	MAP7D1	-0.675785111298484	-1.23275185501778	0.1482	0.21640394261175488	0.5569667437192961	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000054118	ENSPTRG00000000535	THRAP3	-0.724990249102179	-0.904070375478073	0.6518	0.45090888633892395	0.179080126375894	Not signficant	0	2	1	1	0.2	1
ENSG00000119535	ENSPTRG00000000542	CSF3R	1.09144254640833	1.52070931151006	0.2242	0.2685743106159642	-0.4292667651017301	Not signficant	1	3	0	2	0.42857142857142855	0.2
ENSG00000163873	ENSPTRG00000000543	GRIK3	-0.345938231934659	0.0297182944564405	0.2724	0.29645474282666473	-0.3756565263910995	Not signficant	0	2	1	0	0.2	3
ENSG00000163877	ENSPTRG00000000547	SNIP1	-0.792516940921208	-1.55154085575287	0.1706	0.23294932049267916	0.7590239148316621	Not signficant	2	2	0	1	1	0.3333333333333333
ENSG00000163879	ENSPTRG00000000548	DNALI1	-0.48561233007776	-0.445158107707825	0.8566	0.5093106958491792	-0.04045422236993501	Not signficant	1	1	1	0	1	3
ENSG00000116922	ENSPTRG00000000551	C1orf109	-0.586931307331814	-1.5035505345009	0.0275	0.08719921506343051	0.916619227169086	More dispersed in chimp	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000188786	ENSPTRG00000022932	MTF1	-1.05157394722094	-1.09354295685155	0.902	0.5203736125096728	0.04196900963061001	Not signficant	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000204084	ENSPTRG00000030681	INPP5B	-0.529763750969261	0.375852179461349	0.037	0.1030094938449378	-0.90561593043061	Not signficant	1	3	4	2	0.42857142857142855	1.8
ENSG00000183386	ENSPTRG00000000560	FHL3	0.88406529135668	0.855613824105826	0.9303	0.5275724943511465	0.028451467250854012	Not signficant	0	2	0	1	0.2	0.3333333333333333
ENSG00000127603	ENSPTRG00000043118	MACF1	-0.746638870958363	-0.354688099645262	0.3031	0.3126418372963754	-0.391950771313101	Not signficant	5	10	5	2	0.5238095238095238	2.2
ENSG00000043514	ENSPTRG00000000579	TRIT1	-0.635555116121439	-0.684216181836879	0.8836	0.5156655070534606	0.048661065715440044	Not signficant	1	2	2	1	0.6	1.6666666666666667
ENSG00000116990	ENSPTRG00000000580	MYCL	0.106619783563531	-0.568108523604219	0.1012	0.1762921840723225	0.67472830716775	Not signficant	0	1	1	0	0.3333333333333333	3
ENSG00000117000	ENSPTRG00000000585	RLF	-0.672611188101138	-0.900636889036637	0.5379	0.4124787501011796	0.228025700935499	Not signficant	1	5	1	0	0.2727272727272727	3
ENSG00000084070	ENSPTRG00000000589	SMAP2	0.941930607895838	-0.180295269242766	0.0024	0.020168113882146375	1.122225877138604	More dispersed in chimp	0	1	0	1	0.3333333333333333	0.3333333333333333
ENSG00000066136	ENSPTRG00000000596	NFYC	-1.43794723729936	-1.46284471517798	0.9414	0.5305917447636856	0.024897477878619956	Not signficant	0	1	1	1	0.3333333333333333	1
ENSG00000117013	ENSPTRG00000000597	KCNQ4	-0.0458563681920567	0.602827410553747	0.0493	0.12068894352787327	-0.6486837787458037	Not signficant	0	3	1	1	0.14285714285714285	1
ENSG00000127124	ENSPTRG00000000603	HIVEP3	-0.692104472660139	-1.70833020265378	0.1363	0.20744808586361183	1.016225729993641	Not signficant	5	7	1	2	0.7333333333333333	0.6
ENSG00000198815	ENSPTRG00000000606	FOXJ3	-1.55845101937485	-1.70575780530798	0.5995	0.43405428038325933	0.14730678593313007	Not signficant	0	1	2	0	0.3333333333333333	5
ENSG00000066185	ENSPTRG00000000608	ZMYND12	-0.279785521804544	0.375200322135191	0.092	0.1687176009385818	-0.654985843939735	Not signficant	0	1	1	1	0.3333333333333333	1
ENSG00000186409	ENSPTRG00000024067	CCDC30	-0.754856927642783	-1.42425359997708	0.2029	0.25427361818237537	0.669396672334297	Not signficant	2	0	2	2	5	1
ENSG00000171960	ENSPTRG00000000614	PPIH	-1.05613045724739	-0.804676763855353	0.3634	0.3409665005014595	-0.25145369339203694	Not signficant	1	0	0	1	3	0.3333333333333333
ENSG00000117385	ENSPTRG00000000617	P3H1	0.699770748404517	0.677615446449789	0.927	0.52686248159338	0.022155301954728035	Not signficant	3	2	1	0	1.4	3
ENSG00000164010	ENSPTRG00000000621	ERMAP	-0.138990636281303	-0.16541058255254	0.9202	0.5254174593290523	0.026419946271236977	Not signficant	3	5	1	1	0.6363636363636364	1
ENSG00000117394	ENSPTRG00000000623	SLC2A1	0.720915403201946	0.430924397873192	0.2976	0.3097100298538642	0.28999100532875405	Not signficant	2	1	0	3	1.6666666666666667	0.14285714285714285
ENSG00000243710	ENSPTRG00000000626	CFAP57	0.170926729932284	0.20662278015674	0.9529	0.53369437147302	-0.03569605022445599	Not signficant	2	4	1	4	0.5555555555555556	0.3333333333333333
ENSG00000066056	ENSPTRG00000000631	TIE1	0.94578453510706	0.550632118808221	0.1649	0.22854213322382488	0.3951524162988389	Not signficant	0	1	0	2	0.3333333333333333	0.2
ENSG00000198198	ENSPTRG00000000639	SZT2	-0.633169435999968	0.196160005737518	8e-4	0.009608602501965572	-0.829329441737486	More dispersed in human	2	8	2	1	0.29411764705882354	1.6666666666666667
ENSG00000142949	ENSPTRG00000000641	PTPRF	0.547041876332188	0.0926323583116586	0.2633	0.2910183486398254	0.4544095180205294	Not signficant	1	1	0	9	1	0.05263157894736842
ENSG00000126091	ENSPTRG00000000644	ST3GAL3	-0.848871591609929	-1.12152583144528	0.2346	0.27453237954198345	0.2726542398353511	Not signficant	1	1	1	2	1	0.6
ENSG00000117410	ENSPTRG00000000648	ATP6V0B	-0.665495913088038	0.535654226069898	3e-4	0.005409287334439877	-1.201150139157936	More dispersed in human	0	3	0	1	0.14285714285714285	0.3333333333333333
ENSG00000196517	ENSPTRG00000022644	SLC6A9	0.124224914058686	0.670554373265782	0.4903	0.39470567473741613	-0.5463294592070961	Not signficant	2	1	0	1	1.6666666666666667	0.3333333333333333
ENSG00000142945	ENSPTRG00000000658	KIF2C	-1.40410134479346	0.617755680908839	4e-4	0.006377762359383261	-2.021857025702299	More dispersed in human	0	3	1	2	0.14285714285714285	0.6
